Width,Page,Left,Top,Height,Text,Font,Size,Font Count
338,64,180,281,13,"a prolonged suspension by the Contractor affects the whole of the Works as 
",ArialMT,13.26,1
237,64,180,270,13,"described in Clause 9.10 (Prolonged Suspension); or 
",ArialMT,13.26,1
328,64,180,252,13,"the Contractor becomes bankrupt or insolvent, goes into liquidation, has a 
",ArialMT,13.26,1
317,64,180,241,13,"receiving or administration order made against him, compounds with its 
",ArialMT,13.26,1
340,64,180,229,13,"creditors, or carries on business under a receiver, trustee or manager for the 
",ArialMT,13.26,1
320,64,180,218,13,"benefit of its creditors, or if any act is done or event occurs which (under 
",ArialMT,13.26,1
299,64,180,206,13,"applicable Laws) has a similar effect to any of these acts or events. 
",ArialMT,13.26,1
15,64,107,189,13,"(b) 
",ArialMT,13.26,1
14,64,107,148,13,"(c) 
",ArialMT,13.26,1
15,64,107,85,13,"(d) 
",ArialMT,13.26,1
372,64,144,189,13,"If Clause 16.2(a) (Termination by ) applies, the Subcontractor may give notice to the 
",ArialMT,13.26,1
377,64,143,177,13,"Contractor of its intention to terminate the Subcontract specifying the reason for such 
",ArialMT,13.26,1
54,64,143,166,13,"termination. 
",ArialMT,13.26,1
365,64,144,148,13,"If the event or circumstance described in the notice is still subsisting on the twenty-
",ArialMT,13.26,1
374,64,144,137,13,"eighth (28th) day after the date of such notice, the Subcontractor may, upon giving a 
",ArialMT,13.26,1
368,64,144,125,13,"further twenty eighth (28) days’ notice to the Contractor, terminate the Subcontract. 
",ArialMT,13.26,1
381,64,143,114,13,"However, in the case of Clause 16.2(a)(iii), the Subcontractor may by notice terminate 
",ArialMT,13.26,1
131,64,143,102,13,"the Subcontract immediately. 
",ArialMT,13.26,1
360,64,143,85,13,"The Subcontractor’s election to terminate the Subcontract shall not prejudice any 
",ArialMT,13.26,1
308,64,143,73,13,"other rights of the Subcontractor, under the Subcontract or otherwise. 
",ArialMT,13.26,1
235,64,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,64,513,32,11,"58 
",ArialMT,11.98,1
337,65,72,785,13,"16.3  Cessation of Work and Removal of Subcontractor’s Equipment 
",Arial-BoldMT,13.88,1
14,65,108,658,13,"(c) 
",ArialMT,13.26,1
397,65,108,768,13,"After a notice of termination under Clause 16.2 (Termination by ) or Clause 19.5 (Optional 
",ArialMT,13.26,1
386,65,107,756,13,"Termination, Payment and Release) has taken effect, the Subcontractor shall promptly: 
",ArialMT,13.26,1
355,65,144,739,13,"cease all further work, except for such work as may have been instructed by the 
",ArialMT,13.26,1
15,65,108,739,13,"(a) 
",ArialMT,13.26,1
365,65,144,727,13,"Contractor’s Representative for the protection of life or property or for the safety of 
",ArialMT,13.26,1
50,65,144,716,13,"the Works; 
",ArialMT,13.26,1
380,65,144,698,13,"hand over all Subcontractor’s Documents and Permits (which shall be transferred into 
",ArialMT,13.26,1
380,65,144,687,13,"the name of the Contractor or its nominee (if applicable)) and other documents, Plant, 
",ArialMT,13.26,1
345,65,144,675,13,"Materials and other work, for which the Subcontractor has received payment;  
",ArialMT,13.26,1
371,65,144,658,13,"remove all other Goods from the Site, except as necessary for safety, and leave the 
",ArialMT,13.26,1
42,65,144,646,13,"Site; and 
",ArialMT,13.26,1
370,65,144,629,13,"if requested by the Contractor, novate or transfer any subcontract to the Contractor. 
",ArialMT,13.26,1
15,65,108,698,13,"(b) 
",ArialMT,13.26,1
15,65,108,629,13,"(d) 
",ArialMT,13.26,1
118,65,108,611,13,"Payment on Termination 
",Arial-BoldMT,13.88,1
379,65,108,594,13,"After a notice of termination under Clause 16.2 (Termination by ) has taken effect, the 
",ArialMT,13.26,1
116,65,108,582,13,"Contractor shall promptly: 
",ArialMT,13.26,1
15,65,108,565,13,"(a) 
",ArialMT,13.26,1
15,65,108,547,13,"(b) 
",ArialMT,13.26,1
259,65,144,565,13,"return the Performance Security to the Subcontractor; and 
",ArialMT,13.26,1
342,65,144,547,13,"pay the Subcontractor in accordance with Clause 19.5 (Optional Termination, 
",ArialMT,13.26,1
110,65,144,536,13,"Payment and Release).  
",ArialMT,13.26,1
22,65,72,611,13,"16.4 
",Arial-BoldMT,13.88,1
111,65,72,518,13,"16.5  UAE Civil Code 
",Arial-BoldMT,13.88,1
17,65,72,437,14,"17. 
",Arial-BoldMT,14.72,1
22,65,71,419,13,"17.1 
",Arial-BoldMT,13.88,1
22,65,72,263,13,"17.2 
",Arial-BoldMT,13.88,1
403,65,108,501,13,"The Contractor expressly acknowledges and agrees that it consents to the Subcontractor’s 
",ArialMT,13.26,1
360,65,108,489,13,"entitlement to terminate the Subcontract pursuant to Clauses, and this Clause 16 
",ArialMT,13.26,1
407,65,108,478,13,"(Suspension and Termination by ) in accordance of meaning of consent and mutual consent 
",ArialMT,13.26,1
403,65,108,466,13,"as contemplated under the UAE Civil Code.  The Subcontractor is entitled to exercise such 
",ArialMT,13.26,1
395,65,108,455,13,"recourse without the need to obtain a court order in accordance with the UAE Civil Code. 
",ArialMT,13.26,1
115,65,108,437,13,"Risk and Responsibility 
",Arial-BoldMT,13.88,1
58,65,107,419,13,"Indemnities 
",Arial-BoldMT,13.88,1
378,65,107,402,13,"The Subcontractor shall indemnify and hold harmless the Contractor, its Affiliates, the 
",ArialMT,13.26,1
403,65,107,390,13,"Contractor’s Personnel, and their respective agents, against and from all claims, damages, 
",ArialMT,13.26,1
315,65,107,379,13,"losses and expenses (including legal fees and expenses) in respect of: 
",ArialMT,13.26,1
15,65,107,361,13,"(a) 
",ArialMT,13.26,1
15,65,108,344,13,"(b) 
",ArialMT,13.26,1
320,65,143,361,13,"bodily injury, sickness, disease or death, of any person whatsoever; and 
",ArialMT,13.26,1
368,65,144,344,13,"damage to or loss of any property, real or personal (including of the Contractor and 
",ArialMT,13.26,1
53,65,144,332,13,"Employer),  
",ArialMT,13.26,1
394,65,108,315,13,"arising out of or in the course of, or by reason of the design (to the extent required by the 
",ArialMT,13.26,1
390,65,108,303,13,"Subcontract), execution and completion of the Works and the remedying of any defects, 
",ArialMT,13.26,1
413,65,108,292,13,"except to the extent attributable to a wilful act or breach of the Subcontract by the Contractor, 
",ArialMT,13.26,1
327,65,108,280,13,"its Affiliates, the Contractor’s Personnel, or any of their respective agents. 
",ArialMT,13.26,1
167,65,108,263,13,"Subcontractor’s Care of the Works 
",Arial-BoldMT,13.88,1
15,65,108,245,13,"(a) 
",ArialMT,13.26,1
373,65,144,245,13,"Subject to Clause 17.2(c), the Subcontractor shall take full responsibility for the care 
",ArialMT,13.26,1
371,65,144,234,13,"of the Works, the Goods from the Commencement Date. On issue of a Taking-Over 
",ArialMT,13.26,1
376,65,144,222,13,"Certificate for the whole of the Works (or if one is deemed to be issued under Clause 
",ArialMT,13.26,1
381,65,144,211,13,"11.1 (Taking Over of the Works and Separable Portions)), responsibility for the care of 
",ArialMT,13.26,1
199,65,144,199,13,"the Works shall then pass to the Contractor.  
",ArialMT,13.26,1
368,65,144,182,13,"Subject to Clause 17.2(c), if a Taking-Over Certificate is issued (or is so deemed to 
",ArialMT,13.26,1
371,65,144,170,13,"be issued) for any Separable Portion or part of the Works, responsibility for the care 
",ArialMT,13.26,1
349,65,144,159,13,"of the Separable Portion or part of the Works shall then pass to the Contractor. 
",ArialMT,13.26,1
349,65,144,141,13,"After responsibility for the Works has accordingly passed to the Contractor, the 
",ArialMT,13.26,1
370,65,144,130,13,"Subcontractor shall take responsibility for the care of any work which is outstanding 
",ArialMT,13.26,1
370,65,144,118,13,"on the date stated in a Taking-Over Certificate, until this outstanding work has been 
",ArialMT,13.26,1
211,65,144,107,13,"completed in accordance with this Subcontract. 
",ArialMT,13.26,1
354,65,144,89,13,"If any loss or damage happens to the Works, Goods during the period when the 
",ArialMT,13.26,1
371,65,144,78,13,"Subcontractor is responsible for their care, from any cause not listed in Clause 17.3 
",ArialMT,13.26,1
15,65,108,182,13,"(b) 
",ArialMT,13.26,1
14,65,108,141,13,"(c) 
",ArialMT,13.26,1
15,65,108,89,13,"(d) 
",ArialMT,13.26,1
235,65,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,65,513,32,11,"59 
",ArialMT,11.98,1
15,66,108,745,13,"(e) 
",ArialMT,13.26,1
343,66,144,785,13,"(Contractor’s Risks), the Subcontractor shall rectify the loss or damage at the 
",ArialMT,13.26,1
325,66,144,774,13,"Subcontractor’s risk and cost, so that the Works, Goods conform with the 
",ArialMT,13.26,1
58,66,144,762,13,"Subcontract. 
",ArialMT,13.26,1
354,66,144,745,13,"The Subcontractor shall be liable for any loss or damage caused by any actions 
",ArialMT,13.26,1
322,66,144,733,13,"performed by the Subcontractor or anyone acting on its behalf (including 
",ArialMT,13.26,1
369,66,144,722,13,"Subcontractor’s Personnel and Sub-Subcontractors) after a Taking-Over Certificate 
",ArialMT,13.26,1
380,66,144,710,13,"has been issued. The Subcontractor shall also be liable for any loss or damage which 
",ArialMT,13.26,1
349,66,143,699,13,"occurs after a Taking-Over Certificate has been issued and which arose from a 
",ArialMT,13.26,1
241,66,143,687,13,"previous event for which the Subcontractor was liable. 
",ArialMT,13.26,1
127,66,71,670,13,"17.3  Contractor’s Risks 
",Arial-BoldMT,13.88,1
379,66,108,652,13,"The risks referred to in Clause 17.4 (Consequences of Contractor’s Risks) below are: 
",ArialMT,13.26,1
15,66,108,635,13,"(a) 
",ArialMT,13.26,1
358,66,144,635,13,"war, hostilities (whether war be declared or not), invasion, act of foreign enemies 
",ArialMT,13.26,1
145,66,144,623,13,"within the United Arab Emirates; 
",ArialMT,13.26,1
363,66,144,606,13,"rebellion, terrorism, revolution, insurrection, military or usurped power, or civil war, 
",ArialMT,13.26,1
145,66,144,594,13,"within the United Arab Emirates; 
",ArialMT,13.26,1
380,66,144,577,13,"riot, commotion or disorder within the United Arab Emirates by persons other than the 
",ArialMT,13.26,1
349,66,144,565,13,"Subcontractor’s Personnel and other employees of the Subcontractor and Sub-
",ArialMT,13.26,1
72,66,144,554,13,"Subcontractors; 
",ArialMT,13.26,1
361,66,144,536,13,"munitions of war, explosive materials, ionising radiation or contamination by radio-
",ArialMT,13.26,1
341,66,144,525,13,"activity, within the United Arab Emirates, except as may be attributable to the 
",ArialMT,13.26,1
360,66,144,513,13,"Subcontractor’s use of such munitions, explosives, radiation or radio-activity; and 
",ArialMT,13.26,1
347,66,144,496,13,"pressure waves caused by aircraft or other aerial devices travelling at sonic or 
",ArialMT,13.26,1
88,66,144,484,13,"supersonic speeds. 
",ArialMT,13.26,1
15,66,108,606,13,"(b) 
",ArialMT,13.26,1
14,66,108,577,13,"(c) 
",ArialMT,13.26,1
15,66,108,536,13,"(d) 
",ArialMT,13.26,1
15,66,108,496,13,"(e) 
",ArialMT,13.26,1
213,66,72,467,13,"17.4  Consequences of Contractor’s Risks 
",Arial-BoldMT,13.88,1
15,66,108,449,13,"(a) 
",ArialMT,13.26,1
15,66,108,397,13,"(b) 
",ArialMT,13.26,1
14,66,108,334,13,"(c) 
",ArialMT,13.26,1
358,66,144,449,13,"If and to the extent that any of the risks listed in Clause 17.3 (Contractor’s Risks) 
",ArialMT,13.26,1
342,66,144,438,13,"above results in loss or damage to the Works, Goods the Subcontractor shall 
",ArialMT,13.26,1
369,66,144,426,13,"promptly give notice to the Contractor’s Representative and shall rectify this loss or 
",ArialMT,13.26,1
295,66,144,415,13,"damage to the extent required by the Contractor’s Representative. 
",ArialMT,13.26,1
377,66,144,397,13,"Only if the Subcontractor suffers critical delay from rectifying this loss or damage, the 
",ArialMT,13.26,1
369,66,144,386,13,"Subcontractor shall give a further notice to the Contractor’s Representative and the 
",ArialMT,13.26,1
354,66,144,374,13,"Subcontractor shall be entitled to claim, subject to Clause 20.1 (Subcontractor’s 
",ArialMT,13.26,1
349,66,144,362,13,"Claims), an extension of the Time for Completion to the extent permitted under 
",ArialMT,13.26,1
210,66,144,351,13,"Clause 9.4 (Extension of Time for Completion). 
",ArialMT,13.26,1
369,66,144,334,13,"After receiving notice under Clause 20.1 (Subcontractor’s Claims), the Contractor’s 
",ArialMT,13.26,1
364,66,144,322,13,"Representative shall proceed in accordance with Clause 3.9 (Determinations) and 
",ArialMT,13.26,1
371,66,144,311,13,"this Clause 17.4 (Consequences of Contractor’s Risks) to agree or determine these 
",ArialMT,13.26,1
38,66,144,299,13,"matters. 
",ArialMT,13.26,1
22,66,72,282,13,"17.5 
",Arial-BoldMT,13.88,1
132,66,108,282,13,"Intellectual Property Rights 
",Arial-BoldMT,13.88,1
15,66,108,264,13,"(a) 
",ArialMT,13.26,1
15,66,108,247,13,"(b) 
",ArialMT,13.26,1
21,66,144,264,13,"N/a. 
",ArialMT,13.26,1
376,66,144,247,13,"By signing the Subcontract the Subcontractor is deemed to have given, commencing 
",ArialMT,13.26,1
376,66,144,235,13,"from the earlier of (x) the date of the Performance Certificate or (y) the termination of 
",ArialMT,13.26,1
367,66,144,224,13,"this Subcontract, to the Contractor a non-terminable, irrevocable, transferable, non-
",ArialMT,13.26,1
334,66,144,212,13,"exclusive, royalty-free licence to copy, use, sub-license the Subcontractor’s 
",ArialMT,13.26,1
359,66,144,200,13,"Documents, including making and using modifications of them.  Such documents 
",ArialMT,13.26,1
363,66,144,189,13,"shall not, without the Contractor’s consent, be copied, used or communicated to a 
",ArialMT,13.26,1
340,66,144,178,13,"third party by the Subcontractor, except as necessary for the sole purpose of 
",ArialMT,13.26,1
217,66,144,166,13,"performing its obligations under the Subcontract. 
",ArialMT,13.26,1
319,66,144,148,13,"The Subcontractor hereby warrants to the Contractor that the use of the 
",ArialMT,13.26,1
329,66,144,137,13,"Subcontractor’s Documents  which have been or shall be produced by the 
",ArialMT,13.26,1
354,66,144,125,13,"Subcontractor or a Sub-Subcontractor shall not infringe the Intellectual Property 
",ArialMT,13.26,1
110,66,144,114,13,"Rights of any third party. 
",ArialMT,13.26,1
374,66,144,97,13,"As between the Parties, the Contractor shall retain the Intellectual Property Rights in 
",ArialMT,13.26,1
359,66,144,85,13,"the Contractor’s Requirements and other documents made by or on behalf of the 
",ArialMT,13.26,1
374,66,144,73,13,"Contractor. The Subcontractor may, at its cost, copy, use, and obtain communication 
",ArialMT,13.26,1
14,66,108,148,13,"(c) 
",ArialMT,13.26,1
15,66,108,97,13,"(d) 
",ArialMT,13.26,1
235,66,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,66,513,32,11,"60 
",ArialMT,11.98,1
22,67,71,490,13,"17.6 
",Arial-BoldMT,13.88,1
15,67,107,733,13,"(e) 
",ArialMT,13.26,1
12,67,107,681,13,"(f) 
",ArialMT,13.26,1
15,67,107,641,13,"(g) 
",ArialMT,13.26,1
15,67,107,577,13,"(h) 
",ArialMT,13.26,1
350,67,144,785,13,"of these documents for the sole purpose of performing its obligations under the 
",ArialMT,13.26,1
376,67,144,774,13,"Subcontract. Such documents shall not, without the Contractor’s consent, be copied, 
",ArialMT,13.26,1
376,67,144,762,13,"used or communicated to a third party by the Subcontractor, except as necessary for 
",ArialMT,13.26,1
308,67,144,751,13,"the sole purpose of performing its obligations under the Subcontract.  
",ArialMT,13.26,1
328,67,144,733,13,"In this Clause 17.5 (Intellectual Property Rights), “infringement” means an 
",ArialMT,13.26,1
379,67,143,722,13,"infringement (or alleged infringement) of any Intellectual Property Right relating to the 
",ArialMT,13.26,1
329,67,143,710,13,"Subcontractor’s Documents and the Works; and “claim” means a claim (or 
",ArialMT,13.26,1
247,67,143,699,13,"proceedings pursuing a claim) alleging an infringement. 
",ArialMT,13.26,1
370,67,144,681,13,"Whenever a Party does not give notice to the other Party of any claim within twenty-
",ArialMT,13.26,1
375,67,144,670,13,"eight (28) days of receiving the claim, the first Party shall be deemed to have waived 
",ArialMT,13.26,1
332,67,144,658,13,"any right to indemnity under this Clause 17.5 (Intellectual Property Rights). 
",ArialMT,13.26,1
382,67,144,641,13,"The Subcontractor shall indemnify and hold the Contractor harmless against and from 
",ArialMT,13.26,1
