,Width,Page,Left,Top,Height,Text,Font,Size,Font Count,Is_Bullet,Heading,TOC,SScore,TextCount,IsCapital,Preds,Probs
20255,441,35,101,119,10,"by	calling	emergency	services	and	onsite	safety	teams.	Stay	with	the	victim	and	ensure	no	one	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20256,238,35,101,106,10,"else	puts	them	self	in	danger	and	or	direct	contact.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20257,394,35,83,87,10,"  When	driving,	keep	both	hands	on	the	wheel	and	slow	down.	Watch	for	objects	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20258,223,35,101,74,10,"blowing	across	the	roadway	and	into	your	path.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20259,405,36,83,674,11,"  Take	care	with	high	profile	vehicles	these	are	more	prone	to	be	turned	over	due	to	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20260,84,36,101,661,10,"high	wind	speeds	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20261,211,36,83,634,11,"  Keep	a	safe	distance	from	other	vehicles		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20262,413,36,83,607,11,"  Plant	equipment’s	such	as	tower	cranes	and	mobile	cranes,	operators	should	ensure	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20263,399,36,101,594,10,"loads	are	made	safe	and	operations	be	halted	and	that	the	operator	vacates	the	cabin	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20265,440,36,65,516,10,"Weather	forecasts	are	required	to	be	monitored	for	the	likelihood	sand	storms.	Management	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20266,440,36,65,503,10,"will	monitor	 the	 severity	 of	 the	 reports	 and	 also	 site	 conditions,	 action	 should	 be	 taken	 to	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20267,379,36,65,490,10,"remove	persons	to	safe	areas	if	the	dust	levels	could	put	health	and	safety	at	risk.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20269,440,36,65,416,10,"Rain	 does	 not	 occur	 often	 in	 the	 region	 but	 it	 can	 create	 serious	 problems	 in	 the	 form	 of	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20270,440,36,65,403,10,"floods.	The	 main	 issues	 to	 be	 considered	 on	 site	 are	 excavation	 flooding,	 excavation	 wall	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20271,440,36,65,390,10,"collapse,	drowning,	structure	collapse	and	electrocution.	When	there	has	been	heavy	rain	all	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20272,440,36,65,377,10,"excavations	and	 slopes	 will	 be	 checked	 before	 the	 work	 can	 commence,	 extra	 care	 should	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20273,321,36,65,365,10,"also	be	taken	when	working	on	scaffolding	due	to	potential	slipping.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20279,149,36,83,227,11,"  Avoid driving until cleared. 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20280,222,36,83,214,11,"  Stay a safe distance from leading edges.  
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20281,413,36,83,201,11,"  Drive with lights on low beam, high beam will only reflect back impairing visibility. 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20282,375,36,83,187,11,"  Reduce your speed hazards may be ahead and unseen till on top of you. 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20283,211,36,83,174,11,"  Open your window and listen for traffic. 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20284,318,36,83,160,11,"  Use the right side edge of the road and markings as a guide.  
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20285,164,36,83,147,11,"  Be patient and take your time 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20286,8,36,83,134,11," 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20287,395,37,65,661,13,"17.12	SUMMER	WORKING	HOURS	(	Reference	AD		EHSMS	COP	11.0	)	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,13,3,0,0,0,0,,0,,
20291,482,37,65,549,10,"On	arrival	of	any	VAMED	projects	you	will	be	required	to	declare	any	medications	given	by	a	physician	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20292,243,37,65,536,10,"including	a	medical	certificate	showing	fit	for	work.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20299,262,37,83,355,11,"  Assess	the	situation	–	do	not	put	yourself	in	danger;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20300,110,37,83,342,11,"  Make	the	area	safe;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20301,336,37,83,328,11,"  Assess	all	casualties	and	attend	first	to	any	unconscious	casualties;	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPMII+SymbolMT HIPIAD+Cambria ArialMT,10,5,0,0,0,0,,0,,
20302,153,37,83,315,11,"  Send	for	help	–	do	not	delay.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20303,117,37,83,301,11,"  Check	for	a	response	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20304,402,37,83,288,11,"  Gently	shake	the	casualty’s	shoulders	and	ask	loudly,	‘Are	you	all	right?’	If	there	is	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20305,184,37,83,274,11,"  No	response,	your	priorities	are	to:	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20306,89,37,83,261,11,"  Shout	for	help;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20307,100,37,83,247,11,"  Open	the	airway;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20308,152,37,83,234,11,"  Check	for	normal	breathing;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20309,135,37,83,220,11,"  Take	appropriate	action.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20317,102,38,65,435,10,"To	open	the	airway:	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20318,358,38,110,409,11,"  Place	your	hand	on	the	casualty’s	forehead	and	gently	tilt	the	head	back;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20319,171,38,110,395,11,"  Lift	the	chin	with	two	fingertips.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20321,361,38,65,353,10,"Look,	listen	and	feel	for	normal	breathing	for	no	more	than	10	seconds:	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20322,142,38,83,327,11,"  Look	for	chest	movement;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20323,248,38,83,313,11,"  Listen	at	the	casualty’s	mouth	for	breath	sounds;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20324,142,38,83,300,11,"  Feel	for	air	on	your	cheek.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20325,187,38,65,274,10,"If	the	casualty	is	breathing	normally:	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20326,162,38,83,247,11,"  Place	in	the	recovery	position;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20327,62,38,83,234,11,"  Get	help;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20328,164,38,83,220,11,"  Check	for	continued	breathing.	
",HIPIIB+Cambria-Bold ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,4,0,0,0,0,,0,,
20330,62,38,83,168,11,"  Get	help;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20331,188,38,83,155,11,"  Start	chest	compressions	(see	CPR).	
",HIPIIB+Cambria-Bold ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,4,0,0,0,0,,0,,
20333,136,38,65,87,10,"To	start	chest	compressions:	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20334,445,39,83,674,11,"  Lean	over	the	casualty	and	with	your	arms	straight,	press	down	on	the	centre	of	the	breast‐
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20335,187,39,101,661,10,"bone	4‐5	cm,	then	release	the	pressure;	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20336,230,39,83,647,11,"  Repeat	at	a	rate	of	about	100	times	a	minute;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20337,235,39,83,634,11,"  After	30	compressions	open	the	airway	again;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20338,309,39,83,620,11,"  Pinch	the	casualty’s	nose	closed	and	allow	the	mouth	to	open;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20339,458,39,83,607,11,"  Take	a	normal	breath	and	place	your	mouth	around	the	casualty’s	mouth,	making	a	good	seal;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20340,322,39,83,593,11,"  Blow	steadily	into	the	mouth	while	watching	for	the	chest	rising;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20341,346,39,83,580,11,"  Remove	your	mouth	from	the	casualty	and	watch	for	the	chest	falling;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20342,366,39,83,566,11,"  Give	a	second	breath	and	then	start	30	compressions	again	without	delay;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20343,443,39,83,553,11,"  Continue	with	chest	compressions	and	rescue	breaths	in	a	ratio	of	30:2	until	qualified	help	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20344,247,39,101,540,10,"takes	over	or	the	casualty	starts	breathing	normally.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20347,189,39,83,461,11,"  Apply	direct	pressure	to	the	wound;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20348,261,39,83,447,11,"  Raise	and	support	the	injured	part	(unless	broken);	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20349,232,39,83,434,11,"  Apply	a	dressing	and	bandage	firmly	in	place.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20351,464,39,65,381,10,"If	a	broken	bone	or	spinal	injury	is	suspected,	obtain	expert	help.	Do	not	move	casualties	unless	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20352,142,39,65,368,10,"they	are	in	immediate	danger.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20354,477,39,65,315,10,"Burns	can	be	serious	so	if	in	doubt,	seek	medical	help.	Cool	the	affected	part	of	the	body	with	cold	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20355,468,39,65,302,10,"water	until	pain	is	relieved.	Thorough	cooling	may	take	10	minutes	or	more,	but	this	must	not	delay	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20356,145,39,65,289,10,"taking	the	casualty	to	hospital.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20357,465,39,65,277,10,"Certain	chemicals	may	seriously	irritate	or	damage	the	skin.	Avoid	contaminating	yourself	with	the	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20358,448,39,65,264,10,"chemical.	Treat	in	the	same	way	as	for	other	burns	but	flood	the	affected	area	with	water	for	20	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20359,457,39,65,251,10,"minutes.	Continue	treatment	even	on	the	way	to	hospital,	if	necessary.	Remove	any	contaminated	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20360,181,39,65,238,10,"clothing	which	is	not	stuck	to	the	skin.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20362,463,39,65,185,10,"All	eye	injuries	are	potentially	serious.	If	there	is	something	in	the	eye,	wash	out	the	eye	with	clean	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20363,467,39,65,172,10,"water	or	sterile	fluid	from	a	sealed	container,	to	remove	loose	material.	Do	not	attempt	to	remove	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20364,190,39,65,159,10,"anything	that	is	embedded	in	the	eye.	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20365,475,39,65,146,10,"If	chemicals	are	involved,	flush	the	eye	with	water	or	sterile	fluid	for	at	least	10	minutes,	while	gently	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20366,483,39,65,133,10,"holding	the	eyelids	open.	Ask	the	casualty	to	hold	a	pad	over	the	injured	eye	and	send	them	to	hospital.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20368,460,39,65,81,10,"It	is	good	practice	to	use	a	book	for	recording	any	incidents	involving	injuries	or	illness	which	you	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20369,298,39,65,68,10,"have	attended.	Include	the	following	information	in	your	entry:	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20370,207,40,83,661,11,"  The	date,	time	and	place	of	the	incident;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20371,232,40,83,647,11,"  The	name	and	job	of	the	injured	or	ill	person;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20372,257,40,83,634,11,"  Details	of	the	injury/illness	and	any	first	aid	given;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20373,451,40,83,620,11,"  What	happened	to	the	casualty	immediately	afterwards	(e.g.	went	back	to	work,	went	home,	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20374,85,40,101,607,10,"went	to	hospital);	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20375,319,40,83,594,11,"  The	name	and	signature	of	the	person	dealing	with	the	incident.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20377,189,40,212,542,10,"the	control	of	health	and	safety	risks.	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20379,481,40,65,471,10,"A	24	hour	security	post	will	be	assigned	at	the	entrance	of	the	project	under	the	control	of	VAMED	this	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20380,470,40,65,458,10,"consists	of	a	barrier	that	will	be	in	the	closed	position	at	all	times	to	prevent	unwanted	traffic	or	per‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20381,234,40,65,445,10,"sons	from	entering	the	project	construction	area.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20382,472,40,65,432,10,"Adequate	lighting	is	to	be	provided	at	the	security	post	during	the	night	and	the	barrier	should	be	re‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20383,38,40,65,419,10,"flective.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20384,473,40,65,393,10,"It	is	the	duty	of	the	security	watchman	to	ensure	that	any	vehicle	and	or	persons	entering	the	project	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20385,478,40,65,380,10,"sign	on	entry	and	exit	to	the	project	though	out	the	day	to	ensure	we	know	of	your	where	about	in	the	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20386,107,40,65,368,10,"case	of	an	emergency.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20387,436,40,65,338,12,"19.1.	Site	Vehicle	&	Plant	Equipment	Inspections	(REFERENCE	AD	EHSMS	COP	36.0)	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,12,3,0,0,0,0,,0,,
20388,477,40,65,313,10,"The	security	watchman	will	also	be	responsible	to	ensure	all	new	Vehicle	&	Plant	Equipment	entering	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20389,391,40,65,300,10,"into	the	site	should	be	inspected	and	approved	by	VAMED	HSE	personal/inspector.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20390,463,40,65,287,10,"The	VAMED	inspector	have	the	full	rights	to	take	a	copy	for	records,	this	will	include	the	following:	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20391,503,40,65,261,10,"Inspection	and	Certification	of	Equipment	/	vehicles	/	Drivers	/	Operators	shall	conform	to	ADEHSMS	re‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20392,58,40,65,248,10,"quirements.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20393,505,40,65,222,10,"Inspection	and	certification	of	Cranes	by	a	third	party	shall	be	made	every	(12)	months.	Such	certificates	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20394,207,40,65,209,10,"shall	be	made	available	for	any	verification.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20395,503,40,65,197,10,"Inspection	and	certificates	of	all	lifting	tackles	i.e.	slings,	belts,	shackles	etc.	shall	be	made	every	(6)	months	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20396,459,40,65,184,10,"by	Client	approved	3rd	Party.	Certificates	shall	be	available	on	site.	All	lifting	tackles	shall	be	color		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20397,213,40,65,171,10,"coded	as	per	VAMED	HSE	plan	requirements.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20398,461,40,65,145,10,"Crane	operators	shall	be	in	possession	of	valid	operating	certificate	by	a	recognized	authority	and		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20399,87,40,65,132,10,"valid	U.A.E	license	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20400,505,40,65,106,10,"All	drivers	of	Vehicles	/	Equipment	shall	be	in	possession	of	UAE	valid	driving	license	and	shall	third	party	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20401,166,40,65,93,10,"certified	by	a	recognized	authority.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20402,483,41,65,674,10,"All	Machinery	/	Equipment	shall	be	properly	safe	guarded	and	safe	guards	to	be	maintained	in	place	to	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20403,440,41,65,661,10,"protect	personnel	from	coming	into	contact	with	moving	parts,	Rotating	parts	or	hot	services.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20404,393,41,65,635,10,"Each	Vehicle	/	Equipment	shall	be	provided	with	a	First	Aid	Kit	&	Fire	Extinguisher.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20405,481,41,65,610,10,"The	above	items	also	apply	for	VAMED	Sub	contractor	Vehicles	/	Equipment	/	Machinery	and	Opera‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20406,68,41,65,597,10,"tors	/	Drivers.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20407,483,41,65,571,10,"All	vehicles	and	material	entering	the	project	will	require	a	security	gate	pass	from	VAMED	to	enter	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20408,104,41,65,558,10,"the	construction	area.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20410,30,42,65,129,10,"Name:	
",HIPIAD+Cambria HJAEGL+Cambria-BoldItalic,10,2,0,0,0,0,,0,,
20418,21,42,172,117,10,"Reg:	
",HIPIAD+Cambria HJAEGL+Cambria-BoldItalic,10,2,0,0,0,0,,0,,
20419,21,42,326,117,10,"Out:	
",HIPIAD+Cambria HJAEGL+Cambria-BoldItalic,10,2,0,0,0,0,,0,,
20423,19,42,65,105,10,"XXX	
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20424,19,42,117,105,10,"XXX	
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20425,19,42,172,105,10,"XXX	
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20426,19,42,224,105,10,"XXX	
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20427,17,42,275,105,10,"XXX
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20428,17,42,326,105,10,"XXX
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20429,17,42,377,105,10,"XXX
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20430,8,42,429,105,10,"√	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20431,6,42,488,105,10,"√
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20434,291,43,83,648,11,"  Damaged	or	poorly	maintained	fuel	and	or	hydraulic	lines	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20435,295,43,83,634,11,"  Damaged	or	poorly	maintained	Fire	prevention	equipment	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20436,383,43,83,621,11,"  Damaged	or	poorly	maintained	vehicle	warning	lights	or	pedestrian	sounders	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20437,190,43,83,607,11,"  Damaged	or	poorly	maintained	tires	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20440,470,43,65,518,10,"On	entering	the	project	all	vehicles	are	requested	to	sound	the	horn	on	passing	the	entry	gate	and	to	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20441,455,43,65,505,10,"have	hazard	warning	lights	engaged	at	all	times.	A	maximum	speed	limit	of	10km	will	apply	at	all	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20442,467,43,65,492,10,"times,	truck	routes	will	be	allocated	to	ensure	the	safety	of	employees/	visitors	and	members	of	the	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20443,33,43,65,479,10,"public.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20444,468,43,65,454,10,"All	transport	entering	the	project	must	be	inspected	before	entering	to	ensure	the	vehicle	is	in	good	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20445,225,43,65,441,10,"condition	and	inspection	reports	are	up	to	date.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20447,456,43,65,387,10,"‘Traffic	route’	means	a	route	for	pedestrian	traffic,	vehicles,	or	both,	and	includes	any	stairs,	fixed	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20448,227,43,65,374,10,"ladder,	doorway,	gateway,	loading	bay	or	ramp.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20449,468,43,65,349,10,"There	should	be	sufficient	traffic	routes,	of	sufficient	width	and	headroom,	to	allow	people	and	vehi‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20450,157,43,65,336,10,"cles	to	circulate	safely	with	ease.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20451,471,43,65,311,10,"Horizontal	swinging	barriers	used	as	gates	at	car	park	or	similar	entrances	should	be	locked	open	or	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20452,474,43,65,298,10,"locked	shut	(preferably	by	padlock)	so	that	they	do	not	swing	open	and	constitute	a	risk	to	oncoming	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20453,45,43,65,285,10,"vehicles.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20454,479,43,65,261,10,"Upward‐opening	doors	or	gates	need	to	be	fitted	with	an	effective	device	to	prevent	them	falling	back.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20455,464,43,65,248,10,"Provided	that	they	are	properly	maintained,	counterbalance	springs	and	similar	counterbalance	or	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20456,304,43,65,235,10,"ratchet	devices	to	hold	them	in	the	open	position	are	acceptable.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20457,461,43,65,209,10,"To	allow	people	and	vehicles	to	move	safely,	the	best	approach	is	to	keep	vehicles	and	pedestrians	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20458,473,43,65,196,10,"apart	by	ensuring	that	they	use	entirely	separate	routes.	If	people	and	vehicles	have	to	share	a	traffic	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20459,457,43,65,183,10,"route,	use	barriers	or	clear	markings	to	designate	a	safe	walkway	and,	where	pedestrians	need	to	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20460,381,43,65,170,10,"cross	a	vehicle	route,	provide	clearly	marked	crossing	points	with	good	visibility.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20461,467,43,65,145,10,"It	is	often	difficult	for	drivers	to	see	behind	their	vehicle	when	they	are	reversing;	as	far	as	possible,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20462,477,43,65,132,10,"plan	traffic	routes	so	that	drivers	do	not	need	to	reverse.	For	such	cases	this	should	achieved	by	using	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20463,241,43,65,120,10,"one‐way	systems	and	drive‐through	loading	areas.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20464,466,43,65,95,10,"Route	markings	and	signs	are	to	be	provided	so	that	drivers	and	pedestrians	know	where	to	go	and	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20465,358,43,65,82,10,"what	rules	apply	to	their	route,	so	they	are	warned	of	any	potential	hazards.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20466,478,44,65,674,10,"Floors	and	traffic	routes	should	be	sound	and	strong	enough	for	the	loads	placed	on	them	and	the	traf‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20467,471,44,65,661,10,"fic	expected	to	use	them.	The	surfaces	should	not	have	holes	or	be	uneven	or	slippery,	and	should	be	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20468,468,44,65,648,10,"kept	free	of	obstructions	and	from	any	article	or	substance	which	may	cause	a	person	to	slip,	trip	or	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
